X,Y,Name,description,ADDRESSBLOCKHOUSENUMBER,ADDRESSBUILDINGNAME,ADDRESSPOSTALCODE,ADDRESSSTREETNAME,ADDRESSTYPE,HYPERLINK,LANDXADDRESSPOINT,LANDYADDRESSPOINT,PHOTOURL,ADDRESSFLOORNUMBER,INC_CRC,FMEL_UPD_D,ADDRESSUNITNUMBER
103.8483261,1.332141119,Subway - HDB Hub Toa Payoh,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",480,HDB Hub Toa Payoh,310480,Toa Payoh Lorong 6,Q,,0,0,,1,2BCE4D9A410A31B1,2.02E+13,13
103.9316206,1.326984988,Subway - Heartbeat @ Bedok,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",11,Heartbeat @ Bedok,469662,Bedok North Street 1,Q,,0,0,,1,E6D5FB69DAA98F3A,2.02E+13,16
103.8850799,1.359496643,Subway - Heartland Mall,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",205,Heartland Mall,530205,Hougang Street 21,Q,,0,0,,,432E0EC7FB104A74,2.02E+13,
103.8936616,1.372311856,Subway - Hougang Mall,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",90,Hougang Mall,538766,Hougang Avenue 10,Q,,0,0,,2,3500FCBC84D37C54,2.02E+13,10
103.8828942,1.375148978,Subway - Hougang Ave 9,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",51,,538776,Hougane Avenue 9,Q,,0,0,,1,765242D9BBEDFCB1,2.02E+13,2
103.7467345,1.334898437,Subway - IMM,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",2,IMM,609601,Jurong East Street 21,Q,,0,0,,1,9FB1C7B3732741DB,2.02E+13,114
103.856412,1.377892032,Subway - ITE Central,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",2,ITE College Central,567720,Ang Mo Kio Drive,Q,,0,0,,2,5D1864A64E3C8D30,2.02E+13,8
103.7401767,1.333268187,Subway - JCube,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",2,Jcube,609731,Jurong East Central 1,Q,,0,0,,B1,3E708F2C205AD0E6,2.02E+13,K04
103.7661705,1.385295565,Subway - Jelapang Road,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",524A,,671524,Jelapang Road,Q,,0,0,,2,1C4FA0BACD496DDE,2.02E+13,14
103.8940672,1.318856103,Subway - Singapore Post,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",10,Singapore Post Centre,408600,Eunos Road,Q,,0,0,,B1,3AF4830B9E1C8FDE,2.02E+13,09A
103.7744213,1.425383072,Subway - Singapore American School,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",40,Singapore American School,738547,Woodlands Street 41,Q,,0,0,,,5B85764ED29738B2,2.02E+13,
103.9569686,1.332507651,Subway - Singapore Expo,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",1,Singapore Expo,486150,Expo Drive,Q,,0,0,,1,263FF36A49A63E99,2.02E+13,1
103.8624069,1.290346263,Subway - Singapore Flyer,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",30,The Singapore Flyer,39803,Raffles Avenue,Q,,0,0,,1,8A682B41504B7B2F,2.02E+13,07B
103.7744714,1.311239948,Subway - Singapore Polytechnic,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",500,Singapore Polytechnic,139651,Dover Road,Q,,0,0,,,97CE69BDB988A8EA,2.02E+13,
103.8495516,1.297377289,Subway - SMU,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",90,Singapore Management University (SMU),178902,Stamford Road,Q,,0,0,,1,F033ECFD2AC86A20,2.02E+13,62
103.7882145,1.306848818,Subway - The Star Vista,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",1,The Star Vista,138617,Vista Exchange Green,Q,,0,0,,B1,ECF254E1A17CA940,2.02E+13,34
103.9362721,1.379306517,Subway - Pasir Ris West Plaza,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",735,Pasir Ris West Plaza,510735,Pasir Ris Street 72,Q,,0,0,,1,E6247FC2B92E060C,2.02E+13,304B
103.8492464,1.300046856,Subway - POMO,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",1,Paradiz Centre Shopping Mall,188306,Selegie Road,Q,,0,0,,B1,E33DBAC27DC59D43,2.02E+13,21
103.9129764,1.394184091,Subway - Punggol Plaza,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",168,Punggol Plaza,820168,Punggol Field,Q,,0,0,,1,66B53460B8EE7FD3,2.02E+13,"11,12,2020"
103.8527683,1.293760279,Subway - Raffles City Shopping Centre,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",252,Raffles City Shopping Centre,179103,North Bridge Road,Q,,0,0,,B1,F7358B2C16D4054B,2.02E+13,9
103.7829712,1.446237734,Subway - Republic Polytechnic,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",9,Republic Polytechnic,738964,Woodlands Ave 9,Q,,0,0,,1,98EE6C32C8CA0414,2.02E+13,"2,3,2020"
103.9044716,1.392197776,Subway - Rivervale Mall,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",11,Rivervale Mall,545082,Rivervale Crescent,Q,,0,0,,1,FD87EA0004890D4C,2.02E+13,31
103.8169097,1.277696363,Subway - Safra Clubhouse @ Mount Faber,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",3,Safra Club (Mount Faber),98803,Telok Blangah Way,Q,,0,0,,1,C956DBC500A721DC,2.02E+13,6A
103.7903699,1.287743584,Subway - Science Hub,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",87,Science Hub,118260,Science Park Drive,Q,,0,0,,,127B57403668A6E5,2.02E+13,
103.8357008,1.300865434,Subway - Scape,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",2,Orchard Link,237978,Orchard Link,Q,,0,0,,2,48966DE804D0997B,2.02E+13,40
103.8760677,1.391393058,Subway - The Seletar Mall,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",33,The Seletar Mall,797653,Sengkang West Avenue,Q,,0,0,,B1,3BD72E3B95621A33,2.02E+13,8
103.8244951,1.441767148,Subway - Sembawang Shopping Centre,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",604,Sembawang Shopping Centre,758459,Sembwang Road,Q,,0,0,,B1,E8EEC3DED43776A9,2.02E+13,20
103.817701,1.254925432,Subway - Sentosa,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",42,Jewel Cable Car Station @ Sentosa,99701,Imbiah Road,Q,,0,0,,1,7C8CA7311A813ACA,2.02E+13,"2,3,2004"
103.8650419,1.365160708,Subway - Serangoon Gardens,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",1,my Village @ Serangoon Gardens,556679,Maju Avenue,Q,,0,0,,B1,50D670107C2AC92F,2.02E+13,3
103.8566974,1.296490718,Subway - Shaw Tower,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.","9,4,2020",Shaw Tower,189702,Beach Road,Q,,0,0,,1,231FACCAAFBE0D0E,2.02E+13,41
103.9231681,1.31260565,Subway - Siglap Centre,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",55,Siglap Centre,455871,Siglap Road,Q,,0,0,,1,2485B75110CA9D42,2.02E+13,"13,14"
103.8528756,1.303022983,Subway - Sim Lim Square,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",1,Sim Lim Square,188504,Rochor Canal Road,Q,,0,0,,B1,2D88A08736CB63F5,2.02E+13,"1,2,2020"
103.7757011,1.329191998,Subway - SIM,"Subway Singapore offers a variety of healthy options, including salads, whole-grain bread, and fresh veggies. Some specific examples include the Veggie Delite salad, Oven Roasted Chicken Salad, and Turkey Breast sandwich on wheat bread with lots of veggies. They also offer a nutrition calculator on their website to help customers make informed choices.",461,SIM Block B,599491,Clementi Road,Q,,0,0,,1,299042FD1BAAF660,2.02E+13,5
103.8854697,1.339639267,Pizza Hut - Upper Paya Lebar (DEL),"Pizza Hut Singapore offers some healthy options such as the Garden Veggie pizza, which has a mix of vegetables on a thin crust, and the Classic Garden Salad, which comes with lettuce, cherry tomatoes, and croutons. They also offer a variety of vegetable sides like the Garlic Bread Supreme with Mushroom and Spinach.",165,,534858,Upper Paya Lebar Road,R,,0,0,,,7E6303173627A19D,2.02E+13,
103.9019882,1.406536107,Pizza Hut - Waterway Point (opening 18 Jan 16),"Pizza Hut Singapore offers some healthy options such as the Garden Veggie pizza, which has a mix of vegetables on a thin crust, and the Classic Garden Salad, which comes with lettuce, cherry tomatoes, and croutons. They also offer a variety of vegetable sides like the Garlic Bread Supreme with Mushroom and Spinach.",83,Waterway point,828761,Punggol Central,R,,0,0,,B1,92251D9698D01B56,2.02E+13,11
103.7588644,1.311278735,Pizza Hut - West Coast (DEL),"Pizza Hut Singapore offers some healthy options such as the Garden Veggie pizza, which has a mix of vegetables on a thin crust, and the Classic Garden Salad, which comes with lettuce, cherry tomatoes, and croutons. They also offer a variety of vegetable sides like the Garlic Bread Supreme with Mushroom and Spinach.",501,,120501,West Coast Drive,R,,0,0,,1,AD089AC1750E2DF3,2.02E+13,264
103.749022,1.35018916,Pizza Hut - West Mall,"Pizza Hut Singapore offers some healthy options such as the Garden Veggie pizza, which has a mix of vegetables on a thin crust, and the Classic Garden Salad, which comes with lettuce, cherry tomatoes, and croutons. They also offer a variety of vegetable sides like the Garlic Bread Supreme with Mushroom and Spinach.",1,Westmall,658713,Bukit Batok Central Link,R,,0,0,,1,ABBDF39901F8B77A,2.02E+13,26
103.742586,1.334025287,Pizza Hut - Westgate,"Pizza Hut Singapore offers some healthy options such as the Garden Veggie pizza, which has a mix of vegetables on a thin crust, and the Classic Garden Salad, which comes with lettuce, cherry tomatoes, and croutons. They also offer a variety of vegetable sides like the Garlic Bread Supreme with Mushroom and Spinach.",3,,608532,Gateway Drive Westgate,R,,0,0,,4,F7A1D2FA7CEE4B3A,2.02E+13,"4,5,2020"
103.7746366,1.429929912,Pizza Hut - Woodlands 2 (DEL),"Pizza Hut Singapore offers some healthy options such as the Garden Veggie pizza, which has a mix of vegetables on a thin crust, and the Classic Garden Salad, which comes with lettuce, cherry tomatoes, and croutons. They also offer a variety of vegetable sides like the Garlic Bread Supreme with Mushroom and Spinach.",306,,730306,Woodlands Street 31,R,,0,0,,1,EC86184AE3F78E7B,2.02E+13,17
103.7951367,1.437679197,Pizza Hut - Woodlands 888 (DEL),"Pizza Hut Singapore offers some healthy options such as the Garden Veggie pizza, which has a mix of vegetables on a thin crust, and the Classic Garden Salad, which comes with lettuce, cherry tomatoes, and croutons. They also offer a variety of vegetable sides like the Garlic Bread Supreme with Mushroom and Spinach.",888,,730888,Woodlands Drive 50,R,,0,0,,1,07CD4DE7439DCC42,2.02E+13,729
103.8003565,1.306995331,Rice Garden - 31 Commonwealth,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",31,,149644,Commonwealth Crescent,C,,0,0,,2,C8AE0B0E863E807A,2.02E+13,80
103.8867735,1.320781075,Rice Garden - Aljunied,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",117,,380117,Aljunied Avenue 2,C,,0,0,,1,7B67933086C9D9A5,2.02E+13,36
103.8864267,1.389558478,Rice Garden - Anchorvale Sengkang,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",308,Anchorvale Sengkang,540308,Anchorvale Road Stall No.8,C,,0,0,,1,146A55FB4FD6136B,2.02E+13,7
103.8545878,1.36209053,Rice Garden - Ang Mo Kio,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",408,,560408,Ang Mo Kio Avenue 10,C,,0,0,,1,5C6418EB2A05BF18,2.02E+13,805
103.9253073,1.331313862,Rice Garden - Bedok North,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",539,,460539,Bedok North Street 3 Stall 7,C,,0,0,,1,BD3B2C4673C6CD0B,2.02E+13,593
103.8630209,1.319216671,Rice Garden - Bendeemer,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",29,,330029,Bendeemer Road,C,,0,0,,1,6BDE5BAEED60EFD5,2.02E+13,40
103.7724897,1.37760059,Rice Garden - Bukit Panjang Hawker Centre,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",2,Bukit Panjang Hawker Centre,679947,Bukit Panjang Ring Road,C,,0,0,,1,6E4948D9DB05EC56,2.02E+13,20
103.7506946,1.359259405,Rice Garden - Bukit Batok,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",371,,650371,Bukit Batok Street 31,C,,0,0,,1,779FD2089612346A,2.02E+13,326
103.7461704,1.347003762,Rice Garden - Bukit Batok West,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",109,,650109,Bukit Batok West Avenue 6,C,,0,0,,1,AA847AAD3875830E,2.02E+13,18
103.7479612,1.400915329,Rice Garden - Choa Chu Kang,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",673B,,682673,Choa Chu Kang Crescent Stall 6,C,,0,0,,1,C128E464FC26DBD8,2.02E+13,1
103.7668174,1.315096678,Rice Garden - Clementi,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",325,,120325,Clementi Avenue 5,C,,0,0,,1,EA630C9294BBD302,2.02E+13,155
103.9042565,1.320331258,Rice Garden - Eunos,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",4A,,402004,Eunos Crescent,C,,0,0,,1,8888EB8CB6F020B5,2.02E+13,22
103.7882303,1.310996628,Rice Garden - Ghim Moh,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",20,,270020,Ghim Moh Road,C,,0,0,,1,A9A9B78BE91310D7,2.02E+13,62
103.7935003,1.3071759,Rice Garden - Holland Drive,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",40,,270040,Holland Drive,C,,0,0,,1,9FD1E652E6BEFBF4,2.02E+13,39
103.88834,1.359520863,Rice Garden - Hougang,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",212,,530212,Hougang Street 21,C,,0,0,,,14B201563D6A64AA,2.02E+13,
103.9036238,1.377915051,Rice Garden - Hougang Capeview,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",476D,Hougang Capeview,537476,Upper Serangoon View,C,,0,0,,2,30C4DE7DE69C4B67,2.02E+13,5
103.8260133,1.280004819,Rice Garden - Jalan Bukit Merah,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",112,,160112,Jalan Bukit Merah,C,,0,0,,1,47666466DE603F64,2.02E+13,7
103.7356222,1.344856104,Rice Garden - Jurong East,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",303,,600303,Jurong East Street 32 Stall 8,C,,0,0,,1,9D535C2D95B3741F,2.02E+13,98
103.7060894,1.344594671,Rice Garden - Jurong West Central,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",679,Jurong West Central,640679,Jurong West Central,C,,0,0,,1,09AC6C488045C4C2,2.02E+13,2
103.8856201,1.332283325,Rice Garden - Macpherson Lane,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",82,,360082,Macpherson Lane,C,,0,0,,1,7F044B142D6CDDEF,2.02E+13,7
103.9479702,1.369373292,Rice Garden - Pasir Ris,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",527C,,513527,Pasir Ris Street 51,C,,0,0,,1,1A4E14C221675082,2.02E+13,1
103.8672429,1.331800776,Rice Garden - Potong Pasir,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",146,,350146,Potong Pasir Avenue 1,C,,0,0,,1,18B9B2F7E076CB6F,2.02E+13,127
103.8541158,1.301102013,Rice Garden - Queen Street,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",270,,180270,Queen Street,C,,0,0,,1,36074E0C7EF94DEE,2.02E+13,51
103.8677055,1.353626091,Rice Garden - Serangoon Avenue 2,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",304,,550304,Serangoon Avenue 2,C,,0,0,,1,1928A5E767CD6474,2.02E+13,14
103.8726629,1.3684795,Rice Garden - Serangoon North,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",147,,550147,Serangoon North Avenue 1,C,,0,0,,1,FE0F606E433572F6,2.02E+13,419
103.8076181,1.273355969,Rice Garden - Telok Blangah,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",79,Food Centre,100079,Telok Blangah Drive,C,,0,0,,1,57BF8612F90DA51A,2.02E+13,29
103.7515675,1.337069095,Rice Garden - Toh Guan,"Rice Garden Singapore offers a variety of healthy options such as the Hot Stone Bowl series, which features dishes like Grilled Salmon Hot Stone Bowl and Mushroom Hot Stone Bowl. They also have vegetable sides and customizable salads. The restaurant uses fresh ingredients and offers low-sodium and low-fat options.",7,Alpha Industrial Building,608599,Toh Guan East Stall 2,C,,0,0,,1,ADECFDF369E34059,2.02E+13,12
